,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long
5888,1420700030,2014-09-22," 597,157 ",7,4.0,2690,10880,1.0,No,No View,Good,8,1960,98033,47.6787,-122.168
5889,5201000030,2015-03-23," 597,000 ",4,2.5,2370,41338,2.0,No,No View,Average,8,1995,98077,47.7379,-122.052
5890,6632300567,2014-07-30," 597,000 ",4,2.5,2340,7877,2.0,No,No View,Average,9,2004,98125,47.73,-122.315
5891,5288200260,2014-09-03," 597,000 ",2,1.75,2470,4600,1.0,No,Good,Good,7,1916,98126,47.5599,-122.378
5892,6021502250,2014-08-25," 597,000 ",4,2.0,2120,4000,1.5,No,No View,Good,7,1927,98117,47.688,-122.383
5893,8129700085,2014-09-24," 597,000 ",4,2.5,2280,2432,2.0,No,No View,Very Good,8,1921,98103,47.6605,-122.355
5894,2193340260,2015-01-07," 596,500 ",4,2.25,1770,8505,2.0,No,No View,Average,8,1986,98052,47.6904,-122.102
5895,8562800250,2014-08-14," 596,000 ",4,2.25,2270,10000,1.0,No,No View,Very Good,8,1974,98006,47.5599,-122.142
5896,9547202890,2015-01-20," 596,000 ",2,1.0,1040,4880,1.0,No,No View,Average,7,1910,98115,47.6809,-122.311
5897,7254000050,2015-02-24," 596,000 ",3,2.5,1730,2631,2.0,No,No View,Average,8,2001,98005,47.5878,-122.165
5898,2287600035,2014-06-25," 595,888 ",3,1.75,1870,9000,1.0,No,No View,Very Good,9,1958,98177,47.7203,-122.361
5899,7853410170,2015-03-16," 595,500 ",4,2.5,2490,6537,2.0,No,No View,Average,8,2013,98065,47.5185,-121.884
5900,3401700255,2014-07-29," 595,000 ",4,2.0,3090,87120,1.0,No,No View,Good,7,1974,98072,47.7275,-122.122
5901,7214780020,2015-04-17," 595,000 ",4,2.5,2360,43017,2.0,No,No View,Average,9,1989,98077,47.774,-122.077
5902,5561401210,2015-01-08," 595,000 ",4,3.0,3680,35736,1.5,No,No View,Good,8,1970,98027,47.4703,-122.015
5903,203600140,2015-03-24," 595,000 ",3,2.75,2150,31238,2.0,No,No View,Average,9,1996,98014,47.6596,-121.96
5904,9238430140,2014-07-25," 595,000 ",3,3.25,3130,28001,1.0,No,No View,Average,9,1985,98072,47.7741,-122.122
5905,3345700215,2014-06-20," 595,000 ",3,2.75,3290,22649,2.0,No,No View,Good,8,1993,98056,47.5241,-122.193
5906,7635801350,2015-03-06," 595,000 ",3,1.75,2220,22081,1.5,No,No View,Good,7,1922,98166,47.4693,-122.364
5907,6795100563,2014-07-01," 595,000 ",4,2.5,1820,20011,2.0,No,No View,Average,8,1987,98075,47.5842,-122.045
5908,443000060,2014-12-10," 595,000 ",3,2.25,2400,16301,1.0,No,No View,Average,8,1962,98115,47.6901,-122.282
5909,7846200070,2014-10-02," 595,000 ",3,2.5,3370,14402,2.0,No,Average,Average,9,2004,98045,47.5008,-121.776
5910,3885805300,2015-04-29," 595,000 ",3,1.0,1300,11520,1.0,No,No View,Average,6,1958,98033,47.6829,-122.195
5911,5652601425,2015-04-23," 595,000 ",4,2.5,2030,10722,1.0,No,No View,Average,7,1967,98115,47.6955,-122.301
5912,200520080,2014-08-01," 595,000 ",3,2.5,2660,10637,2.0,No,No View,Average,9,1991,98011,47.7383,-122.22
5913,6632900574,2015-02-25," 595,000 ",5,3.0,2980,10064,1.0,No,No View,Average,7,1940,98155,47.7372,-122.316
5914,6072300800,2015-05-05," 595,000 ",4,1.75,2510,8989,1.0,No,No View,Good,8,1964,98006,47.5569,-122.172
5915,1725059187,2014-10-29," 595,000 ",2,1.75,1280,8500,1.0,No,No View,Average,7,1953,98033,47.6553,-122.19
5916,200800200,2014-08-12," 595,000 ",4,2.25,2050,8372,2.0,No,No View,Good,8,1984,98052,47.7234,-122.107
5917,2826049070,2015-02-25," 595,000 ",3,2.5,2250,8300,2.0,No,No View,Average,8,2003,98125,47.7174,-122.308
5918,2450000275,2014-07-16," 595,000 ",4,1.5,1350,8113,1.0,No,No View,Good,7,1959,98004,47.5807,-122.196
5919,7852010840,2014-07-29," 595,000 ",4,2.5,2910,7287,2.0,No,No View,Average,8,1998,98065,47.5354,-121.869
5920,2193310320,2015-03-06," 595,000 ",4,2.5,2330,7064,1.0,No,No View,Good,8,1984,98052,47.6955,-122.097
5921,3300760020,2014-08-26," 595,000 ",3,2.0,1530,6773,1.0,No,No View,Good,8,1984,98033,47.6653,-122.194
5922,4140090320,2015-03-20," 595,000 ",5,2.75,3740,6750,1.0,No,No View,Good,8,1978,98028,47.7679,-122.261
5923,5631500191,2015-03-26," 595,000 ",3,2.5,2550,6677,2.0,No,No View,Average,8,2002,98028,47.7336,-122.232
5924,2061100570,2015-02-10," 595,000 ",3,1.75,1910,5753,1.0,No,Good,Average,8,1941,98115,47.6898,-122.327
5925,7010700550,2014-11-14," 595,000 ",3,2.5,2030,5100,2.0,No,No View,Average,7,2008,98199,47.6594,-122.397
5926,1254200835,2014-08-13," 595,000 ",4,1.75,2000,5100,1.0,No,No View,Good,7,1949,98117,47.6798,-122.391
5927,9376301520,2014-05-29," 595,000 ",3,2.0,1480,5000,1.0,No,No View,Good,7,1928,98117,47.6859,-122.37
5928,2749600095,2014-08-19," 595,000 ",2,1.5,870,4800,1.0,No,No View,Average,7,1924,98119,47.6509,-122.37
5929,1257201420,2014-07-09," 595,000 ",4,3.25,3730,4560,2.0,No,No View,Average,9,2015,98103,47.6725,-122.33
5930,5244800895,2014-05-23," 595,000 ",2,1.5,1030,4500,1.0,No,No View,Average,7,1924,98109,47.6455,-122.352
5931,1257200060,2015-03-27," 595,000 ",4,1.75,1880,4080,1.0,No,No View,Average,7,1924,98115,47.6754,-122.327
5932,5694500105,2014-12-04," 595,000 ",2,2.0,1510,4000,1.0,No,No View,Good,7,1900,98103,47.6582,-122.345
5933,2460900020,2014-07-30," 595,000 ",3,1.0,1560,3960,1.5,No,No View,Good,7,1907,98144,47.5936,-122.301
5934,7011200160,2014-11-13," 595,000 ",3,1.75,2060,3600,1.5,No,No View,Average,7,1905,98119,47.6389,-122.371
5935,2397101375,2015-04-28," 595,000 ",2,1.0,980,3600,1.0,No,No View,Average,6,1907,98119,47.6366,-122.365
5936,6633900170,2014-05-08," 595,000 ",3,2.5,1750,3354,2.0,No,No View,Good,7,1991,98033,47.6953,-122.199
5937,117000003,2014-09-19," 595,000 ",4,2.25,1920,3225,1.5,No,No View,Very Good,7,1923,98116,47.5848,-122.384
5938,7986401275,2014-11-19," 595,000 ",4,2.5,2100,3125,2.0,No,Average,Average,7,1907,98107,47.6634,-122.358
5939,3629870110,2015-04-22," 595,000 ",3,2.5,1910,3075,2.0,No,No View,Average,8,2001,98029,47.5491,-122.005
5940,2883200160,2015-04-29," 595,000 ",4,2.0,2020,2849,2.0,No,No View,Average,7,1960,98115,47.6831,-122.329
5941,2768100180,2014-06-06," 595,000 ",4,2.5,1990,2175,2.0,No,No View,Average,8,2005,98107,47.6696,-122.371
5942,629600130,2014-08-01," 594,950 ",4,2.25,2380,35008,1.0,No,No View,Average,8,1977,98075,47.5834,-122.001
5943,3066410850,2014-07-09," 594,950 ",4,2.5,2720,10006,2.0,No,No View,Average,9,1989,98074,47.6295,-122.042
5944,8835400775,2014-10-26," 594,950 ",4,3.25,2557,9480,2.0,No,Average,Average,7,1948,98118,47.5449,-122.262
5945,8564850200,2015-04-02," 594,950 ",5,2.5,3280,6553,2.0,No,No View,Average,9,2012,98045,47.475,-121.737
5946,7853420110,2014-10-03," 594,866 ",3,3.0,2780,6000,2.0,No,No View,Average,9,2013,98065,47.5184,-121.886
5947,8564860110,2015-01-13," 594,491 ",4,2.5,2990,6037,2.0,No,No View,Average,9,2013,98045,47.4766,-121.735
5948,2326059082,2015-01-26," 594,000 ",3,2.25,2080,70567,2.0,No,No View,Average,8,1990,98072,47.7221,-122.124
5949,1562100380,2015-03-19," 594,000 ",4,1.75,2140,8000,1.0,No,No View,Good,8,1965,98007,47.622,-122.139
5950,6392002635,2014-06-12," 594,000 ",4,1.75,1870,5200,2.0,No,No View,Good,7,1937,98115,47.6843,-122.283
5951,475000510,2014-11-18," 594,000 ",3,1.0,1320,5000,1.0,No,No View,Good,7,1920,98107,47.6674,-122.365
5952,3574750020,2014-06-25," 594,000 ",4,2.75,2720,4613,2.0,No,No View,Average,9,2005,98028,47.7352,-122.223
5953,1025049115,2014-06-25," 594,000 ",3,2.25,1270,1406,2.0,No,No View,Average,8,2014,98105,47.6647,-122.284
5954,7200001005,2015-05-01," 593,777 ",3,1.75,1510,10450,1.0,No,No View,Good,7,1964,98052,47.684,-122.113
5955,7527200110,2015-02-18," 593,700 ",3,2.5,2000,22000,2.0,No,No View,Average,8,1979,98075,47.59,-122.081
5956,9510970010,2015-04-29," 593,567 ",3,2.5,1770,3205,2.0,No,No View,Average,9,2005,98052,47.6658,-122.084
5957,5561400740,2015-02-10," 593,500 ",5,3.25,4300,50405,2.0,No,No View,Average,8,1972,98027,47.4615,-122.0
5958,3856902250,2015-01-05," 593,500 ",3,1.0,1370,4000,2.0,No,No View,Good,8,1918,98105,47.6711,-122.324
5959,686200840,2015-04-22," 593,450 ",4,2.25,2130,7172,2.0,No,No View,Good,8,1964,98008,47.6271,-122.112
5960,6840701135,2014-11-10," 593,000 ",5,2.5,2640,4400,1.5,No,No View,Very Good,7,1925,98122,47.605,-122.3
5961,136000220,2015-03-25," 593,000 ",2,2.5,2000,2500,3.0,No,Fair,Average,8,1994,98116,47.5788,-122.396
5962,8562791010,2014-07-07," 593,000 ",3,2.75,1830,1850,2.0,No,No View,Average,10,2011,98027,47.5307,-122.074
5963,5561400220,2014-08-19," 592,500 ",4,2.5,3370,35150,1.0,No,No View,Very Good,8,1993,98027,47.461,-122.002
5964,8677300550,2014-05-15," 592,500 ",4,2.5,2240,12032,1.0,No,No View,Average,9,1983,98074,47.6143,-122.017
5965,5101404898,2014-05-19," 592,500 ",2,2.0,1420,9191,1.5,No,Average,Very Good,7,1928,98115,47.6979,-122.32
5966,1568100295,2015-02-02," 592,500 ",6,4.5,3500,8504,2.0,No,No View,Average,7,1980,98155,47.7349,-122.295
5967,8563050110,2014-05-22," 592,500 ",4,3.0,2170,8240,1.0,No,No View,Good,8,1968,98052,47.6291,-122.093
5968,3182100105,2014-12-09," 592,500 ",3,2.0,1170,6750,1.0,No,No View,Very Good,7,1947,98115,47.6752,-122.281
5969,1370802620,2014-12-11," 592,500 ",2,2.0,1340,5350,1.5,No,No View,Average,8,1941,98199,47.6384,-122.403
5970,8682281480,2014-07-25," 592,500 ",2,2.0,1870,4751,1.0,No,No View,Average,8,2006,98053,47.7082,-122.015
5971,6840701225,2014-10-03," 592,500 ",4,1.5,2080,4400,1.5,No,No View,Average,7,1925,98122,47.606,-122.299
5972,8682281600,2014-07-08," 592,350 ",2,2.0,1570,4665,1.0,No,No View,Average,8,2006,98053,47.709,-122.017
5973,2212250080,2014-08-06," 592,100 ",4,2.75,2310,7851,1.0,No,No View,Good,8,1989,98006,47.5473,-122.187
5974,323089084,2014-08-27," 592,000 ",3,2.5,2400,81892,2.0,No,No View,Average,8,1985,98045,47.5028,-121.769
5975,3211700045,2015-01-28," 592,000 ",4,2.5,2300,11165,2.0,No,No View,Good,8,1979,98008,47.5794,-122.118
5976,9144100206,2014-11-25," 592,000 ",3,1.75,1560,7424,1.0,No,No View,Very Good,8,1940,98117,47.6981,-122.374
5977,7853360250,2014-07-10," 592,000 ",5,3.5,3340,5000,2.0,No,No View,Average,8,2012,98065,47.5168,-121.871
5978,7853370020,2014-10-14," 591,975 ",3,2.75,3230,5250,2.0,No,No View,Average,9,2014,98065,47.5196,-121.878
5979,7518500985,2014-09-03," 591,500 ",4,2.5,1690,4080,1.5,No,No View,Good,7,1912,98117,47.6825,-122.379
5980,1774220400,2014-05-13," 591,000 ",4,2.25,2710,38180,2.0,No,No View,Good,8,1977,98077,47.77,-122.097
5981,2254501335,2014-09-22," 591,000 ",3,2.0,1460,3600,2.0,No,No View,Average,7,1902,98122,47.6123,-122.314
5982,9828200545,2014-05-13," 591,000 ",3,1.75,1680,2400,1.0,No,No View,Very Good,7,1922,98122,47.6155,-122.3
5983,5249800345,2014-06-19," 590,300 ",3,1.5,1470,7200,2.0,No,No View,Good,7,1907,98118,47.5602,-122.28
5984,2821079081,2014-10-10," 590,000 ",4,2.0,2490,339332,1.0,No,No View,Average,8,2002,98022,47.2725,-121.929
5985,1825079070,2015-03-13," 590,000 ",3,1.75,1560,242629,1.0,No,No View,Average,7,1981,98053,47.6493,-121.956
5986,825079019,2014-12-03," 590,000 ",3,2.5,3360,218235,1.0,No,No View,Average,8,1989,98014,47.6601,-121.946
5987,8847400115,2014-07-23," 590,000 ",3,2.0,2420,208652,1.5,No,No View,Average,8,2005,98010,47.3666,-121.978
5988,2423069084,2015-03-03," 590,000 ",4,2.75,2400,104108,2.0,No,No View,Average,8,1988,98027,47.4686,-121.989
5989,1822069116,2014-12-17," 590,000 ",3,2.5,2400,99752,1.0,No,No View,Average,9,1996,98058,47.3917,-122.084
5990,925069123,2015-03-18," 590,000 ",3,1.0,1610,58370,1.0,No,No View,Average,7,1978,98053,47.6718,-122.044
5991,2821049048,2014-06-03," 590,000 ",4,4.25,2360,57514,2.0,No,No View,Good,8,1939,98003,47.2843,-122.294
5992,4045900147,2014-08-01," 590,000 ",3,2.75,2550,54014,2.0,No,No View,Good,8,1967,98072,47.7596,-122.117
5993,1423089134,2014-08-15," 590,000 ",3,2.25,2680,41250,2.0,No,No View,Average,7,1984,98045,47.4817,-121.749
5994,3286800370,2015-02-06," 590,000 ",5,3.25,4020,40341,1.0,No,No View,Very Good,8,1970,98027,47.4952,-122.068
5995,7338200180,2014-09-10," 590,000 ",4,2.5,2660,35010,2.0,No,Average,Average,9,1993,98045,47.4816,-121.714
5996,4298100060,2014-05-09," 590,000 ",4,2.25,2430,32496,1.0,No,No View,Average,9,1993,98077,47.7642,-122.048
5997,293800120,2015-04-30," 590,000 ",4,2.5,2940,29013,2.0,No,No View,Average,10,1992,98077,47.7635,-122.044
5998,5631500868,2015-04-17," 590,000 ",4,3.5,3100,15842,2.0,No,No View,Average,8,1996,98028,47.7466,-122.242
5999,6181700625,2015-02-20," 590,000 ",4,2.0,2990,12970,1.5,No,Average,Good,7,1948,98028,47.7605,-122.258
6000,7504001080,2015-03-04," 590,000 ",4,2.5,2940,12600,1.0,No,No View,Good,8,1974,98074,47.6294,-122.062
6001,1951800580,2014-10-24," 590,000 ",4,2.5,3700,12500,1.0,No,No View,Very Good,8,1973,98006,47.5403,-122.168
6002,6117500785,2014-07-22," 590,000 ",3,2.25,2300,12430,1.0,No,Average,Good,8,1960,98166,47.435,-122.347
6003,8077200470,2014-07-18," 590,000 ",4,2.5,2290,11072,2.0,No,No View,Average,9,1986,98074,47.6283,-122.03
6004,6665800030,2014-07-18," 590,000 ",4,2.75,2910,10650,1.0,No,Average,Average,8,1975,98033,47.6658,-122.188
6005,1777600210,2015-02-17," 590,000 ",4,2.25,2530,10611,1.0,No,No View,Very Good,8,1977,98006,47.5698,-122.132
6006,3066410080,2014-09-17," 590,000 ",3,2.5,2520,10223,2.0,No,No View,Average,10,1988,98074,47.631,-122.042
6007,6411600045,2014-10-16," 590,000 ",4,2.5,2240,9385,2.0,No,No View,Average,8,1991,98133,47.7125,-122.332
6008,3800000160,2014-07-09," 590,000 ",3,2.5,2650,9380,1.0,No,No View,Very Good,8,1975,98155,47.7756,-122.273
6009,34001160,2014-09-19," 590,000 ",3,2.0,3030,9374,1.0,No,Fair,Good,7,1959,98136,47.5289,-122.391
6010,3904921070,2014-08-12," 590,000 ",4,2.5,2340,8971,2.0,No,No View,Average,9,1987,98029,47.5679,-122.011
6011,3459410230,2014-11-11," 590,000 ",3,2.25,2490,8800,2.0,No,No View,Good,8,1975,98006,47.5666,-122.132
6012,8078380230,2014-08-08," 590,000 ",3,2.5,2210,8622,2.0,No,No View,Average,8,1988,98029,47.5715,-122.02
6013,3127200036,2014-07-28," 590,000 ",3,2.5,1990,8325,2.0,No,No View,Good,8,1997,98034,47.705,-122.201
6014,3904960700,2014-06-13," 590,000 ",4,2.5,2010,7972,2.0,No,No View,Good,8,1989,98029,47.5782,-122.018
6015,686300420,2014-06-23," 590,000 ",4,2.5,3220,7875,1.5,No,No View,Good,8,1966,98008,47.626,-122.12
6016,9558050230,2015-05-07," 590,000 ",4,3.5,3450,6873,2.0,No,No View,Average,10,2004,98058,47.459,-122.118
6017,9285800790,2015-04-06," 590,000 ",5,1.0,1840,6710,1.5,No,No View,Average,7,1920,98126,47.5686,-122.378
6018,6928000620,2015-02-18," 590,000 ",5,3.0,3480,6625,2.0,No,No View,Average,8,2012,98059,47.4815,-122.153
6019,225039049,2014-09-08," 590,000 ",2,1.0,1530,6450,1.0,No,No View,Good,7,1920,98117,47.6833,-122.398
6020,9214400125,2014-07-01," 590,000 ",3,2.0,1410,6413,1.0,No,No View,Good,7,1947,98115,47.6826,-122.298
6021,5505700030,2014-05-28," 590,000 ",3,2.0,1650,6150,2.0,No,No View,Good,7,1926,98116,47.5713,-122.394
6022,2351800065,2015-02-17," 590,000 ",3,1.75,2180,6120,1.0,No,Average,Average,8,1949,98199,47.6501,-122.405
6023,7702010050,2015-03-23," 590,000 ",3,2.5,2830,5788,2.0,No,No View,Average,9,2001,98028,47.7604,-122.235
6024,3735900590,2014-10-21," 590,000 ",3,2.25,2210,5742,1.0,No,No View,Average,8,1951,98115,47.6891,-122.318
6025,59000445,2014-09-23," 590,000 ",4,2.75,2240,5400,2.0,No,No View,Good,7,1940,98116,47.5785,-122.402
6026,8024201870,2014-10-29," 590,000 ",4,1.5,2230,5109,1.5,No,No View,Average,7,1918,98115,47.6996,-122.31
6027,9122001230,2014-12-05," 590,000 ",3,3.5,1970,5079,2.0,No,No View,Average,8,2007,98144,47.5816,-122.296
6028,4315700275,2014-11-07," 590,000 ",4,2.5,2380,4950,2.0,No,No View,Average,8,2004,98136,47.5382,-122.391
6029,4078300024,2014-07-25," 590,000 ",4,2.75,2160,4205,1.0,No,Good,Average,7,1969,98125,47.7081,-122.276
6030,6308000020,2015-04-03," 590,000 ",3,2.5,2290,4203,2.0,No,No View,Average,9,2001,98006,47.5441,-122.172
6031,3629910470,2014-07-29," 590,000 ",3,2.5,2110,3870,2.0,No,No View,Average,9,2004,98029,47.5513,-121.994
6032,7960100050,2015-04-15," 590,000 ",3,2.0,1860,3600,1.5,No,No View,Average,7,1915,98122,47.6102,-122.296
6033,9276202130,2015-04-08," 590,000 ",3,2.5,1710,2875,2.0,No,No View,Average,8,2006,98116,47.5787,-122.392
6034,7228500425,2014-07-28," 590,000 ",3,1.0,1530,2370,2.0,No,No View,Average,8,1901,98122,47.6108,-122.303
6035,2436700625,2015-04-17," 590,000 ",2,2.5,1450,1281,2.0,No,No View,Average,8,2006,98105,47.665,-122.285
6036,7011201333,2014-09-17," 590,000 ",3,3.25,1290,1230,2.0,No,Average,Average,9,2008,98119,47.6367,-122.37
6037,8673400020,2015-03-11," 590,000 ",3,3.0,1740,1100,3.0,No,No View,Average,8,2007,98107,47.67,-122.391
6038,8562770720,2015-04-23," 589,999 ",3,2.5,2140,3628,2.0,No,No View,Average,8,2006,98027,47.537,-122.074
6039,7701800050,2014-06-25," 589,950 ",5,3.0,2790,19439,1.0,No,Good,Very Good,7,1973,98058,47.4088,-122.089
6040,7524400250,2014-11-24," 589,950 ",3,2.0,2080,12094,2.0,No,No View,Good,8,1982,98052,47.7035,-122.164
6041,5104540500,2014-06-24," 589,950 ",4,2.5,3190,8195,2.0,No,No View,Average,10,2006,98038,47.3555,-122.003
6042,2997800076,2014-12-09," 589,950 ",3,2.75,1670,1350,3.0,No,No View,Average,9,2014,98116,47.5763,-122.408
6043,1026069120,2014-05-08," 589,900 ",2,3.0,3160,66646,2.0,No,No View,Average,7,1993,98077,47.7479,-122.034
6044,5561301220,2014-06-10," 589,900 ",4,4.5,3870,35889,2.0,No,No View,Average,10,2001,98027,47.4677,-122.01
6045,7853310450,2014-06-06," 589,500 ",4,2.5,2630,6326,2.0,No,No View,Average,9,2008,98065,47.5222,-121.874
6046,3959400345,2015-03-11," 589,500 ",4,1.5,3520,4933,1.5,No,No View,Good,8,1929,98108,47.5655,-122.315
6047,2493200325,2015-05-09," 589,500 ",4,1.5,1440,3200,1.0,No,Fair,Good,7,1960,98136,47.5269,-122.383
6048,952005525,2014-06-27," 589,500 ",3,3.25,2310,3075,2.0,No,No View,Average,8,2005,98116,47.5644,-122.383
6049,5104531290,2014-11-24," 589,450 ",4,2.5,3190,7941,2.0,No,No View,Average,10,2005,98038,47.353,-122.002
6050,7853400220,2014-09-26," 589,410 ",3,3.0,2840,7201,2.0,No,No View,Average,9,2014,98065,47.5165,-121.883
6051,3125079062,2015-04-26," 589,000 ",3,2.5,2660,206480,1.0,No,No View,Average,8,1989,98024,47.6042,-121.956
6052,7933510080,2014-10-06," 589,000 ",3,2.0,2360,118483,1.0,No,No View,Average,8,1981,98024,47.5595,-121.867
6053,3811000230,2015-03-16," 589,000 ",4,2.25,2390,57599,2.0,No,No View,Average,8,1981,98053,47.6651,-122.067
6054,5706000070,2014-10-14," 589,000 ",4,2.5,2630,15000,2.0,No,No View,Very Good,8,1962,98027,47.5262,-122.028
6055,686400930,2014-08-25," 589,000 ",5,2.0,3930,10150,1.5,No,No View,Good,8,1968,98008,47.6317,-122.114
6056,3127200041,2014-06-13," 589,000 ",4,3.0,2440,9600,2.0,No,No View,Very Good,7,1961,98034,47.7044,-122.2
6057,2998800040,2014-06-13," 589,000 ",3,2.0,2250,8800,1.0,No,No View,Good,7,1925,98116,47.5737,-122.409
6058,6822100030,2014-05-28," 589,000 ",3,1.0,1110,6000,1.5,No,No View,Very Good,7,1932,98199,47.6496,-122.403
6059,7852011040,2014-05-21," 589,000 ",4,2.5,2910,5776,2.0,No,Average,Average,8,1998,98065,47.5388,-121.87
6060,8562750300,2014-07-31," 589,000 ",3,2.5,2320,5663,2.0,No,No View,Average,8,2003,98027,47.539,-122.07
6061,4217400590,2014-11-18," 589,000 ",3,1.5,1390,5040,1.0,No,No View,Average,7,1947,98105,47.6611,-122.282
6062,7915100490,2014-08-12," 589,000 ",4,1.75,1920,4862,1.0,No,No View,Very Good,7,1919,98116,47.5747,-122.384
6063,4099100260,2014-09-03," 589,000 ",3,2.5,2940,4799,1.0,No,No View,Average,9,1996,98033,47.6681,-122.184
6064,8682310310,2015-05-11," 589,000 ",2,2.0,1850,4667,1.0,No,No View,Average,8,2010,98053,47.7101,-122.014
6065,7234600851,2014-12-16," 589,000 ",4,1.0,2210,4366,2.0,No,No View,Average,8,1901,98122,47.6105,-122.309
6066,4221260050,2014-09-03," 589,000 ",3,2.5,2250,4337,2.0,No,No View,Average,8,2004,98075,47.5908,-122.017
6067,2397100155,2015-02-24," 589,000 ",3,1.75,920,3600,1.0,No,No View,Good,6,1904,98119,47.6386,-122.365
6068,9578080040,2014-08-12," 589,000 ",3,3.0,1720,954,3.0,No,No View,Average,8,2006,98119,47.648,-122.358
6069,7525000080,2014-05-02," 588,500 ",3,1.75,2330,14892,1.0,No,No View,Average,8,1980,98074,47.6267,-122.046
6070,3761100276,2015-03-13," 588,000 ",4,2.25,2510,19550,1.0,No,No View,Good,9,1977,98034,47.7041,-122.241
6071,3626039299,2015-02-24," 588,000 ",3,1.0,1910,8167,1.0,No,No View,Good,8,1951,98117,47.7004,-122.368
6072,3304300080,2015-03-30," 588,000 ",4,2.5,3060,7710,2.0,No,No View,Average,9,2009,98059,47.4828,-122.136
6073,923000115,2014-10-29," 588,000 ",3,1.75,2310,7620,2.0,No,No View,Average,8,1942,98177,47.7266,-122.363
6074,7199320600,2014-05-19," 588,000 ",3,2.25,2030,7350,1.0,No,No View,Good,7,1977,98052,47.6939,-122.126
6075,2923501130,2014-07-22," 588,000 ",4,2.25,2580,7344,2.0,No,No View,Average,8,1977,98027,47.5647,-122.09
6076,9557300080,2014-08-22," 588,000 ",4,1.75,1930,7245,1.0,No,No View,Good,8,1972,98008,47.6396,-122.112
6077,952001495,2015-03-06," 588,000 ",4,1.75,2170,5750,1.0,No,Average,Average,7,1975,98116,47.5668,-122.383
6078,6392001670,2014-06-11," 588,000 ",4,2.0,1680,5000,1.0,No,No View,Average,7,1950,98115,47.6858,-122.286
6079,6021500840,2014-07-03," 588,000 ",5,3.0,2190,4900,2.0,No,No View,Very Good,7,1940,98117,47.6892,-122.386
6080,2887700140,2014-07-07," 588,000 ",3,2.0,1860,4777,2.0,No,No View,Very Good,7,1908,98115,47.6892,-122.311
6081,207700050,2014-10-15," 588,000 ",5,3.0,3110,4464,2.0,No,No View,Average,8,2007,98011,47.7719,-122.168
6082,9521100880,2014-09-16," 588,000 ",3,1.5,1780,4200,1.5,No,No View,Good,8,1916,98103,47.662,-122.349
6083,625049310,2015-03-11," 587,750 ",2,1.0,890,4730,1.0,No,No View,Average,7,1941,98103,47.6876,-122.341
6084,6115400008,2015-02-26," 587,500 ",4,1.75,2500,20868,1.0,No,Average,Average,8,1956,98166,47.431,-122.338
6085,6844703410,2014-09-24," 587,500 ",4,2.25,1780,6120,1.0,No,No View,Average,8,1951,98115,47.6955,-122.287
6086,9324800650,2015-04-27," 587,450 ",3,2.25,2190,8775,1.5,No,Fair,Good,8,1927,98125,47.7303,-122.287
6087,5694001061,2014-06-20," 587,206 ",3,3.5,1890,1710,2.0,No,No View,Average,8,1999,98103,47.6592,-122.349
6088,3307700405,2014-07-23," 587,100 ",2,1.0,1190,6967,1.0,No,No View,Average,7,1946,98040,47.5896,-122.243
6089,6383000690,2015-03-25," 587,100 ",3,2.25,1670,6414,1.0,No,No View,Good,8,1961,98117,47.6921,-122.386
6090,2425069069,2014-05-27," 587,000 ",3,2.25,2370,217800,2.0,No,No View,Average,7,1979,98053,47.6364,-121.984
6091,2459900040,2014-07-17," 587,000 ",5,3.5,3610,52595,2.0,No,No View,Good,7,1989,98014,47.6832,-121.907
6092,7853310380,2014-12-11," 587,000 ",4,2.75,3190,8737,2.0,No,No View,Average,9,2006,98065,47.523,-121.877
6093,7215720680,2015-02-03," 587,000 ",4,2.75,2210,8430,2.0,No,No View,Average,9,1999,98075,47.5994,-122.017
6094,1446300020,2014-05-31," 587,000 ",4,2.5,2550,6256,2.0,No,No View,Average,9,1992,98072,47.7742,-122.166
6095,3295730040,2014-07-15," 587,000 ",3,2.5,2150,5193,2.0,No,No View,Average,8,1995,98033,47.6952,-122.187
6096,1972200882,2014-06-04," 586,500 ",3,2.5,1780,1487,3.0,No,No View,Average,8,2006,98107,47.6539,-122.351
6097,5603800110,2014-09-15," 586,000 ",4,2.25,2130,9000,2.0,No,No View,Good,8,1965,98006,47.5716,-122.159
6098,5418500650,2015-03-25," 586,000 ",4,2.25,1930,8338,1.0,No,No View,Average,8,1968,98125,47.7026,-122.285
6099,8045000180,2015-04-21," 585,888 ",3,2.0,1490,7431,1.0,No,No View,Good,7,1966,98052,47.6697,-122.162
6100,9122001231,2015-04-03," 585,444 ",6,3.75,2740,6924,1.0,No,Average,Average,7,1962,98144,47.5816,-122.296
6101,1115810060,2014-12-05," 585,188 ",3,2.25,2230,10026,1.0,No,No View,Average,8,1975,98052,47.6647,-122.153
6102,7527410080,2014-06-02," 585,083 ",5,2.75,2910,36250,1.0,No,No View,Average,8,1977,98075,47.5916,-122.076
6103,725079058,2014-08-11," 585,000 ",3,1.75,2220,216493,1.0,No,Average,Average,8,1989,98014,47.6624,-121.951
6104,1549500585,2015-04-27," 585,000 ",3,2.0,2220,209523,1.0,No,No View,Average,7,1991,98019,47.7586,-121.911
